r         sigmar      sigmatheta   sigmaz  taurtheta    taurz    tauthetaz
 2.94895  -0.000000  -0.000000   0.977791   0.000000  -0.000000   0.000000 
 2.96096  -0.000000  -0.000000   0.981774   0.000000  -0.000000   0.000000 
 2.97297  -0.000000  -0.000000   0.985757   0.000000  -0.000000   0.000000 
 2.98498  -0.000000  -0.000000   0.989740   0.000000  -0.000000   0.000000 
 2.99700  -0.000000  -0.000000   0.993723   0.000000  -0.000000   0.000000 
 3.00901  -0.000000  -0.000000   0.997706   0.000000  -0.000000   0.000000 
 3.02102  -0.000000  -0.000000   1.001688   0.000000  -0.000000   0.000000 
 3.03303  -0.000000  -0.000000   1.005671   0.000000  -0.000000   0.000000 
 3.04505  -0.000000  -0.000000   1.009654   0.000000  -0.000000   0.000000 
 3.05706  -0.000000  -0.000000   1.013637   0.000000  -0.000000   0.000000 
 3.06907  -0.000000  -0.000000   1.017620   0.000000  -0.000000   0.000000 
 3.08108  -0.000000  -0.000000   1.021603   0.000000  -0.000000   0.000000 
 3.09309  -0.000000  -0.000000   1.025586   0.000000  -0.000000   0.000000 
 3.10511  -0.000000  -0.000000   1.029568   0.000000  -0.000000   0.000000 
 3.11712  -0.000000  -0.000000   1.033551   0.000000  -0.000000   0.000000 
 3.12913  -0.000000  -0.000000   1.037534   0.000000  -0.000000   0.000000 
 3.14114  -0.000000  -0.000000   1.041517   0.000000  -0.000000   0.000000 
 3.15315  -0.000000  -0.000000   1.045500   0.000000  -0.000000   0.000000 
 3.16517  -0.000000  -0.000000   1.049483   0.000000  -0.000000   0.000000 
 3.17718  -0.000000  -0.000000   1.053466   0.000000  -0.000000   0.000000 
 3.18919  -0.000000  -0.000000   1.057448   0.000000  -0.000000   0.000000 
 3.20120  -0.000000  -0.000000   1.061431   0.000000  -0.000000   0.000000 
 3.21321  -0.000000  -0.000000   1.065414   0.000000  -0.000000   0.000000 
 3.22523  -0.000000  -0.000000   1.069397   0.000000  -0.000000   0.000000 
 3.23724  -0.000000  -0.000000   1.073380   0.000000  -0.000000   0.000000 
 3.24925  -0.000000  -0.000000   1.077363   0.000000  -0.000000   0.000000 
 3.26126  -0.000000  -0.000000   1.081346   0.000000  -0.000000   0.000000 
 3.27327  -0.000000  -0.000000   1.085328   0.000000  -0.000000   0.000000 
 3.28529  -0.000000  -0.000000   1.089311   0.000000  -0.000000   0.000000 
 3.29730  -0.000000  -0.000000   1.093294   0.000000  -0.000000   0.000000 
 3.30931  -0.000000  -0.000000   1.097277   0.000000  -0.000000   0.000000 
 3.32132  -0.000000  -0.000000   1.101260   0.000000  -0.000000   0.000000 
 3.33333  -0.000000  -0.000000   1.105243   0.000000  -0.000000   0.000000 
 3.34535  -0.000000  -0.000000   1.109226   0.000000  -0.000000   0.000000 
 3.35736  -0.000000  -0.000000   1.113208   0.000000  -0.000000   0.000000 
 3.36937  -0.000000  -0.000000   1.117191   0.000000  -0.000000   0.000000 
 3.38138  -0.000000  -0.000000   1.121174   0.000000  -0.000000   0.000000 
 3.39339  -0.000000  -0.000000   1.125157   0.000000  -0.000000   0.000000 
 3.40541  -0.000000  -0.000000   1.129140   0.000000  -0.000000   0.000000 
 3.41742  -0.000000  -0.000000   1.133123   0.000000  -0.000000   0.000000 
 3.42943  -0.000000  -0.000000   1.137106   0.000000  -0.000000   0.000000 
 3.44144  -0.000000  -0.000000   1.141088   0.000000  -0.000000   0.000000 
 3.45345  -0.000000  -0.000000   1.145071   0.000000  -0.000000   0.000000 
 3.46547  -0.000000  -0.000000   1.149054   0.000000  -0.000000   0.000000 
 3.47748  -0.000000  -0.000000   1.153037   0.000000  -0.000000   0.000000 
 3.48949  -0.000000  -0.000000   1.157020   0.000000  -0.000000   0.000000 
 3.50150  -0.000000  -0.000000   1.161003   0.000000  -0.000000   0.000000 
 3.51351  -0.000000  -0.000000   1.164986   0.000000  -0.000000   0.000000 
 3.52553  -0.000000  -0.000000   1.168968   0.000000  -0.000000   0.000000 
 3.53754  -0.000000  -0.000000   1.172951   0.000000  -0.000000   0.000000 
 3.54955  -0.000000  -0.000000   1.176934   0.000000  -0.000000   0.000000 
 3.56156  -0.000000  -0.000000   1.180917   0.000000  -0.000000   0.000000 
 3.57357  -0.000000  -0.000000   1.184900   0.000000  -0.000000   0.000000 
 3.58559  -0.000000  -0.000000   1.188883   0.000000  -0.000000   0.000000 
 3.59760  -0.000000  -0.000000   1.192866   0.000000  -0.000000   0.000000 
 3.60961  -0.000000  -0.000000   1.196848   0.000000  -0.000000   0.000000 
 3.62162  -0.000000  -0.000000   1.200831   0.000000  -0.000000   0.000000 
 3.63363  -0.000000  -0.000000   1.204814   0.000000  -0.000000   0.000000 
 3.64565  -0.000000  -0.000000   1.208797   0.000000  -0.000000   0.000000 
 3.65766  -0.000000  -0.000000   1.212780   0.000000  -0.000000   0.000000 
 3.66967  -0.000000  -0.000000   1.216763   0.000000  -0.000000   0.000000 
 3.68168  -0.000000  -0.000000   1.220745   0.000000  -0.000000   0.000000 
 3.69369  -0.000000  -0.000000   1.224728   0.000000  -0.000000   0.000000 
 3.70571  -0.000000  -0.000000   1.228711   0.000000  -0.000000   0.000000 
 3.71772  -0.000000  -0.000000   1.232694   0.000000  -0.000000   0.000000 
 3.72973  -0.000000  -0.000000   1.236677   0.000000  -0.000000   0.000000 
 3.74174  -0.000000  -0.000000   1.240660   0.000000  -0.000000   0.000000 
 3.75375  -0.000000  -0.000000   1.244643   0.000000  -0.000000   0.000000 
 3.76577  -0.000000  -0.000000   1.248625   0.000000  -0.000000   0.000000 
 3.77778  -0.000000  -0.000000   1.252608   0.000000  -0.000000   0.000000 
 3.78979  -0.000000  -0.000000   1.256591   0.000000  -0.000000   0.000000 
 3.80180  -0.000000  -0.000000   1.260574   0.000000  -0.000000   0.000000 
 3.81381  -0.000000  -0.000000   1.264557   0.000000  -0.000000   0.000000 
 3.82583  -0.000000  -0.000000   1.268540   0.000000  -0.000000   0.000000 
 3.83784  -0.000000  -0.000000   1.272523   0.000000  -0.000000   0.000000 
 3.84985  -0.000000  -0.000000   1.276505   0.000000  -0.000000   0.000000 
 3.86186  -0.000000  -0.000000   1.280488   0.000000  -0.000000   0.000000 
 3.87387  -0.000000  -0.000000   1.284471   0.000000  -0.000000   0.000000 
 3.88589  -0.000000  -0.000000   1.288454   0.000000  -0.000000   0.000000 
 3.89790  -0.000000  -0.000000   1.292437   0.000000  -0.000000   0.000000 
 3.90991  -0.000000  -0.000000   1.296420   0.000000  -0.000000   0.000000 
 3.92192  -0.000000  -0.000000   1.300403   0.000000  -0.000000   0.000000 
 3.93393  -0.000000  -0.000000   1.304385   0.000000  -0.000000   0.000000 
 3.94595  -0.000000  -0.000000   1.308368   0.000000  -0.000000   0.000000 
 3.95796  -0.000000  -0.000000   1.312351   0.000000  -0.000000   0.000000 
 3.96997  -0.000000  -0.000000   1.316334   0.000000  -0.000000   0.000000 
 3.98198  -0.000000  -0.000000   1.320317   0.000000  -0.000000   0.000000 
 3.99399  -0.000000  -0.000000   1.324300   0.000000  -0.000000   0.000000 
 4.00601  -0.000000  -0.000000   1.328283   0.000000  -0.000000   0.000000 
 4.01802  -0.000000  -0.000000   1.332265   0.000000  -0.000000   0.000000 
 4.03003  -0.000000  -0.000000   1.336248   0.000000  -0.000000   0.000000 
 4.04204  -0.000000  -0.000000   1.340231   0.000000  -0.000000   0.000000 
 4.05405  -0.000000  -0.000000   1.344214   0.000000  -0.000000   0.000000 
 4.06607  -0.000000  -0.000000   1.348197   0.000000  -0.000000   0.000000 
 4.07808  -0.000000  -0.000000   1.352180   0.000000  -0.000000   0.000000 
 4.09009  -0.000000  -0.000000   1.356163   0.000000  -0.000000   0.000000 
 4.10210  -0.000000  -0.000000   1.360145   0.000000  -0.000000   0.000000 
 4.11411  -0.000000  -0.000000   1.364128   0.000000  -0.000000   0.000000 
 4.12613  -0.000000  -0.000000   1.368111   0.000000  -0.000000   0.000000 
 4.13814  -0.000000  -0.000000   1.372094   0.000000  -0.000000   0.000000 
 4.15015  -0.000000  -0.000000   1.376077   0.000000  -0.000000   0.000000 
 4.16216  -0.000000  -0.000000   1.380060   0.000000  -0.000000   0.000000 
 4.17417  -0.000000  -0.000000   1.384043   0.000000  -0.000000   0.000000 
 4.18619  -0.000000  -0.000000   1.388025   0.000000  -0.000000   0.000000 
 4.19820  -0.000000  -0.000000   1.392008   0.000000  -0.000000   0.000000 
 4.21021  -0.000000  -0.000000   1.395991   0.000000  -0.000000   0.000000 
 4.22222  -0.000000  -0.000000   1.399974   0.000000  -0.000000   0.000000 
 4.23423  -0.000000  -0.000000   1.403957   0.000000  -0.000000   0.000000 
 4.24625  -0.000000  -0.000000   1.407940   0.000000  -0.000000   0.000000 
 4.25826  -0.000000  -0.000000   1.411923   0.000000  -0.000000   0.000000 
 4.27027  -0.000000  -0.000000   1.415905   0.000000  -0.000000   0.000000 
 4.28228  -0.000000  -0.000000   1.419888   0.000000  -0.000000   0.000000 
 4.29429  -0.000000  -0.000000   1.423871   0.000000  -0.000000   0.000000 
 4.30631  -0.000000  -0.000000   1.427854   0.000000  -0.000000   0.000000 
 4.31832  -0.000000  -0.000000   1.431837   0.000000  -0.000000   0.000000 
 4.33033  -0.000000  -0.000000   1.435820   0.000000  -0.000000   0.000000 
 4.34234  -0.000000  -0.000000   1.439803   0.000000  -0.000000   0.000000 
 4.35435  -0.000000  -0.000000   1.443785   0.000000  -0.000000   0.000000 
 4.36637  -0.000000  -0.000000   1.447768   0.000000  -0.000000   0.000000 
 4.37838  -0.000000  -0.000000   1.451751   0.000000  -0.000000   0.000000 
 4.39039  -0.000000  -0.000000   1.455734   0.000000  -0.000000   0.000000 
 4.40240  -0.000000  -0.000000   1.459717   0.000000  -0.000000   0.000000 
 4.41441  -0.000000  -0.000000   1.463700   0.000000  -0.000000   0.000000 
 4.42643  -0.000000  -0.000000   1.467683   0.000000  -0.000000   0.000000 
 4.43844  -0.000000  -0.000000   1.471665   0.000000  -0.000000   0.000000 
 4.45045  -0.000000  -0.000000   1.475648   0.000000  -0.000000   0.000000 
 4.46246  -0.000000  -0.000000   1.479631   0.000000  -0.000000   0.000000 
 4.47447  -0.000000  -0.000000   1.483614   0.000000  -0.000000   0.000000 
 4.48649  -0.000000  -0.000000   1.487597   0.000000  -0.000000   0.000000 
 4.49850  -0.000000  -0.000000   1.491580   0.000000  -0.000000   0.000000 
 4.51051  -0.000000  -0.000000   1.495563   0.000000  -0.000000   0.000000 
 4.52252  -0.000000  -0.000000   1.499545   0.000000  -0.000000   0.000000 
 4.53453  -0.000000  -0.000000   1.503528   0.000000  -0.000000   0.000000 
 4.54655  -0.000000  -0.000000   1.507511   0.000000  -0.000000   0.000000 
 4.55856  -0.000000  -0.000000   1.511494   0.000000  -0.000000   0.000000 
 4.57057  -0.000000  -0.000000   1.515477   0.000000  -0.000000   0.000000 
 4.58258  -0.000000  -0.000000   1.519460   0.000000  -0.000000   0.000000 
 4.59459  -0.000000  -0.000000   1.523443   0.000000  -0.000000   0.000000 
 4.60661  -0.000000  -0.000000   1.527425   0.000000  -0.000000   0.000000 
 4.61862  -0.000000  -0.000000   1.531408   0.000000  -0.000000   0.000000 
 4.63063  -0.000000  -0.000000   1.535391   0.000000  -0.000000   0.000000 
 4.64264  -0.000000  -0.000000   1.539374   0.000000  -0.000000   0.000000 
 4.65465  -0.000000  -0.000000   1.543357   0.000000  -0.000000   0.000000 
 4.66667  -0.000000  -0.000000   1.547340   0.000000  -0.000000   0.000000 
 4.67868  -0.000000  -0.000000   1.551323   0.000000  -0.000000   0.000000 
 4.69069  -0.000000  -0.000000   1.555305   0.000000  -0.000000   0.000000 
 4.70270  -0.000000  -0.000000   1.559288   0.000000  -0.000000   0.000000 
 4.71471  -0.000000  -0.000000   1.563271   0.000000  -0.000000   0.000000 
 4.72673  -0.000000  -0.000000   1.567254   0.000000  -0.000000   0.000000 
 4.73874  -0.000000  -0.000000   1.571237   0.000000  -0.000000   0.000000 
 4.75075  -0.000000  -0.000000   1.575220   0.000000  -0.000000   0.000000 
 4.76276  -0.000000  -0.000000   1.579203   0.000000  -0.000000   0.000000 
 4.77477  -0.000000  -0.000000   1.583185   0.000000  -0.000000   0.000000 
 4.78679  -0.000000  -0.000000   1.587168   0.000000  -0.000000   0.000000 
 4.79880  -0.000000  -0.000000   1.591151   0.000000  -0.000000   0.000000 
 4.81081  -0.000000  -0.000000   1.595134   0.000000  -0.000000   0.000000 
 4.82282  -0.000000  -0.000000   1.599117   0.000000  -0.000000   0.000000 
 4.83483  -0.000000  -0.000000   1.603100   0.000000  -0.000000   0.000000 
 4.84685  -0.000000  -0.000000   1.607083   0.000000  -0.000000   0.000000 
 4.85886  -0.000000  -0.000000   1.611065   0.000000  -0.000000   0.000000 
 4.87087  -0.000000  -0.000000   1.615048   0.000000  -0.000000   0.000000 
 4.88288  -0.000000  -0.000000   1.619031   0.000000  -0.000000   0.000000 
 4.89489  -0.000000  -0.000000   1.623014   0.000000  -0.000000   0.000000 
 4.90691  -0.000000  -0.000000   1.626997   0.000000  -0.000000   0.000000 
 4.91892  -0.000000  -0.000000   1.630980   0.000000  -0.000000   0.000000 
 4.93093  -0.000000  -0.000000   1.634963   0.000000  -0.000000   0.000000 
 4.94294  -0.000000  -0.000000   1.638945   0.000000  -0.000000   0.000000 
 4.95495  -0.000000  -0.000000   1.642928   0.000000  -0.000000   0.000000 
 4.96697  -0.000000  -0.000000   1.646911   0.000000  -0.000000   0.000000 
 4.97898  -0.000000  -0.000000   1.650894   0.000000  -0.000000   0.000000 
 4.99099  -0.000000  -0.000000   1.654877   0.000000  -0.000000   0.000000 
 5.00300  -0.000000  -0.000000   1.658860   0.000000  -0.000000   0.000000 
 5.01502  -0.000000  -0.000000   1.662843   0.000000  -0.000000   0.000000 
 5.02703  -0.000000  -0.000000   1.666825   0.000000  -0.000000   0.000000 
 5.03904  -0.000000  -0.000000   1.670808   0.000000  -0.000000   0.000000 
 5.05105  -0.000000  -0.000000   1.674791   0.000000  -0.000000   0.000000 
 5.06306  -0.000000  -0.000000   1.678774   0.000000  -0.000000   0.000000 
 5.07508  -0.000000  -0.000000   1.682757   0.000000  -0.000000   0.000000 
 5.08709  -0.000000  -0.000000   1.686740   0.000000  -0.000000   0.000000 
 5.09910  -0.000000  -0.000000   1.690723   0.000000  -0.000000   0.000000 
 5.11111  -0.000000  -0.000000   1.694705   0.000000  -0.000000   0.000000 
 5.12312  -0.000000  -0.000000   1.698688   0.000000  -0.000000   0.000000 
 5.13514  -0.000000  -0.000000   1.702671   0.000000  -0.000000   0.000000 
 5.14715  -0.000000  -0.000000   1.706654   0.000000  -0.000000   0.000000 
 5.15916  -0.000000  -0.000000   1.710637   0.000000  -0.000000   0.000000 
 5.17117  -0.000000  -0.000000   1.714620   0.000000  -0.000000   0.000000 
 5.18318  -0.000000  -0.000000   1.718603   0.000000  -0.000000   0.000000 
 5.19520  -0.000000  -0.000000   1.722585   0.000000  -0.000000   0.000000 
 5.20721  -0.000000  -0.000000   1.726568   0.000000  -0.000000   0.000000 
 5.21922  -0.000000  -0.000000   1.730551   0.000000  -0.000000   0.000000 
 5.23123  -0.000000  -0.000000   1.734534   0.000000  -0.000000   0.000000 
 5.24324  -0.000000  -0.000000   1.738517   0.000000  -0.000000   0.000000 
 5.25526  -0.000000  -0.000000   1.742500   0.000000  -0.000000   0.000000 
 5.26727  -0.000000  -0.000000   1.746483   0.000000  -0.000000   0.000000 
 5.27928  -0.000000  -0.000000   1.750465   0.000000  -0.000000   0.000000 
 5.29129  -0.000000  -0.000000   1.754448   0.000000  -0.000000   0.000000 
 5.30330  -0.000000  -0.000000   1.758431   0.000000  -0.000000   0.000000 
 5.31532  -0.000000  -0.000000   1.762414   0.000000  -0.000000   0.000000 
 5.32733  -0.000000  -0.000000   1.766397   0.000000  -0.000000   0.000000 
 5.33934  -0.000000  -0.000000   1.770380   0.000000  -0.000000   0.000000 
 5.35135  -0.000000  -0.000000   1.774363   0.000000  -0.000000   0.000000 
 5.36336  -0.000000  -0.000000   1.778345   0.000000  -0.000000   0.000000 
 5.37538  -0.000000  -0.000000   1.782328   0.000000  -0.000000   0.000000 
 5.38739  -0.000000  -0.000000   1.786311   0.000000  -0.000000   0.000000 
 5.39940  -0.000000  -0.000000   1.790294   0.000000  -0.000000   0.000000 
 5.41141  -0.000000  -0.000000   1.794277   0.000000  -0.000000   0.000000 
 5.42342  -0.000000  -0.000000   1.798260   0.000000  -0.000000   0.000000 
 5.43544  -0.000000  -0.000000   1.802243   0.000000  -0.000000   0.000000 
 5.44745  -0.000000  -0.000000   1.806225   0.000000  -0.000000   0.000000 
 5.45946  -0.000000  -0.000000   1.810208   0.000000  -0.000000   0.000000 
 5.47147  -0.000000  -0.000000   1.814191   0.000000  -0.000000   0.000000 
 5.48348  -0.000000  -0.000000   1.818174   0.000000  -0.000000   0.000000 
 5.49550  -0.000000  -0.000000   1.822157   0.000000  -0.000000   0.000000 
 5.50751  -0.000000  -0.000000   1.826140   0.000000  -0.000000   0.000000 
 5.51952  -0.000000  -0.000000   1.830123   0.000000  -0.000000   0.000000 
 5.53153  -0.000000  -0.000000   1.834105   0.000000  -0.000000   0.000000 
 5.54354  -0.000000  -0.000000   1.838088   0.000000  -0.000000   0.000000 
 5.55556  -0.000000  -0.000000   1.842071   0.000000  -0.000000   0.000000 
 5.56757  -0.000000  -0.000000   1.846054   0.000000  -0.000000   0.000000 
 5.57958  -0.000000  -0.000000   1.850037   0.000000  -0.000000   0.000000 
 5.59159  -0.000000  -0.000000   1.854020   0.000000  -0.000000   0.000000 
 5.60360  -0.000000  -0.000000   1.858003   0.000000  -0.000000   0.000000 
 5.61562  -0.000000  -0.000000   1.861985   0.000000  -0.000000   0.000000 
 5.62763  -0.000000  -0.000000   1.865968   0.000000  -0.000000   0.000000 
 5.63964  -0.000000  -0.000000   1.869951   0.000000  -0.000000   0.000000 
 5.65165  -0.000000  -0.000000   1.873934   0.000000  -0.000000   0.000000 
 5.66366  -0.000000  -0.000000   1.877917   0.000000  -0.000000   0.000000 
 5.67568  -0.000000  -0.000000   1.881900   0.000000  -0.000000   0.000000 
 5.68769  -0.000000  -0.000000   1.885883   0.000000  -0.000000   0.000000 
 5.69970  -0.000000  -0.000000   1.889865   0.000000  -0.000000   0.000000 
 5.71171  -0.000000  -0.000000   1.893848   0.000000  -0.000000   0.000000 
 5.72372  -0.000000  -0.000000   1.897831   0.000000  -0.000000   0.000000 
 5.73574  -0.000000  -0.000000   1.901814   0.000000  -0.000000   0.000000 
 5.74775  -0.000000  -0.000000   1.905797   0.000000  -0.000000   0.000000 
 5.75976  -0.000000  -0.000000   1.909780   0.000000  -0.000000   0.000000 
 5.77177  -0.000000  -0.000000   1.913763   0.000000  -0.000000   0.000000 
 5.78378  -0.000000  -0.000000   1.917745   0.000000  -0.000000   0.000000 
 5.79580  -0.000000  -0.000000   1.921728   0.000000  -0.000000   0.000000 
 5.80781  -0.000000  -0.000000   1.925711   0.000000  -0.000000   0.000000 
 5.81982  -0.000000  -0.000000   1.929694   0.000000  -0.000000   0.000000 
 5.83183  -0.000000  -0.000000   1.933677   0.000000  -0.000000   0.000000 
 5.84384  -0.000000  -0.000000   1.937660   0.000000  -0.000000   0.000000 
 5.85586  -0.000000  -0.000000   1.941643   0.000000  -0.000000   0.000000 
 5.86787  -0.000000  -0.000000   1.945625   0.000000  -0.000000   0.000000 
 5.87988  -0.000000  -0.000000   1.949608   0.000000  -0.000000   0.000000 
 5.89189  -0.000000  -0.000000   1.953591   0.000000  -0.000000   0.000000 
 5.90390  -0.000000  -0.000000   1.957574   0.000000  -0.000000   0.000000 
 5.91592  -0.000000  -0.000000   1.961557   0.000000  -0.000000   0.000000 
 5.92793  -0.000000  -0.000000   1.965540   0.000000  -0.000000   0.000000 
 5.93994  -0.000000  -0.000000   1.969523   0.000000  -0.000000   0.000000 
 5.95195  -0.000000  -0.000000   1.973505   0.000000  -0.000000   0.000000 
 5.96396  -0.000000  -0.000000   1.977488   0.000000  -0.000000   0.000000 
 5.97598  -0.000000  -0.000000   1.981471   0.000000  -0.000000   0.000000 
 5.98799  -0.000000  -0.000000   1.985454   0.000000  -0.000000   0.000000 
 6.00000  -0.000000  -0.000000   1.989437   0.000000  -0.000000   0.000000 
 6.01201  -0.000000  -0.000000   1.993420   0.000000  -0.000000   0.000000 
 6.02402  -0.000000  -0.000000   1.997403   0.000000  -0.000000   0.000000 
 6.03604  -0.000000  -0.000000   2.001385   0.000000  -0.000000   0.000000 
 6.04805  -0.000000  -0.000000   2.005368   0.000000  -0.000000   0.000000 
 6.06006  -0.000000  -0.000000   2.009351   0.000000  -0.000000   0.000000 
 6.07207  -0.000000  -0.000000   2.013334   0.000000  -0.000000   0.000000 
 6.08408  -0.000000  -0.000000   2.017317   0.000000  -0.000000   0.000000 
 6.09610  -0.000000  -0.000000   2.021300   0.000000  -0.000000   0.000000 
 6.10811  -0.000000  -0.000000   2.025282   0.000000  -0.000000   0.000000 
 6.12012  -0.000000  -0.000000   2.029265   0.000000  -0.000000   0.000000 
 6.13213  -0.000000  -0.000000   2.033248   0.000000  -0.000000   0.000000 
 6.14414  -0.000000  -0.000000   2.037231   0.000000  -0.000000   0.000000 
 6.15616  -0.000000  -0.000000   2.041214   0.000000  -0.000000   0.000000 
