r         ur            utheta            w
 2.98498 -0.0000124394 0.0000000000 -0.0000000000 
 2.99700 -0.0000125397 0.0000000000 -0.0000000000 
 3.00901 -0.0000126404 0.0000000000 -0.0000000000 
 3.02102 -0.0000127416 0.0000000000 -0.0000000000 
 3.03303 -0.0000128431 0.0000000000 -0.0000000000 
 3.04505 -0.0000129450 0.0000000000 -0.0000000000 
 3.05706 -0.0000130473 0.0000000000 -0.0000000000 
 3.06907 -0.0000131501 0.0000000000 -0.0000000000 
 3.08108 -0.0000132532 0.0000000000 -0.0000000000 
 3.09309 -0.0000133568 0.0000000000 -0.0000000000 
 3.10511 -0.0000134607 0.0000000000 -0.0000000000 
 3.11712 -0.0000135650 0.0000000000 -0.0000000000 
 3.12913 -0.0000136698 0.0000000000 -0.0000000000 
 3.14114 -0.0000137750 0.0000000000 -0.0000000000 
 3.15315 -0.0000138805 0.0000000000 -0.0000000000 
 3.16517 -0.0000139865 0.0000000000 -0.0000000000 
 3.17718 -0.0000140928 0.0000000000 -0.0000000000 
 3.18919 -0.0000141996 0.0000000000 -0.0000000000 
 3.20120 -0.0000143068 0.0000000000 -0.0000000000 
 3.21321 -0.0000144143 0.0000000000 -0.0000000000 
 3.22523 -0.0000145223 0.0000000000 -0.0000000000 
 3.23724 -0.0000146307 0.0000000000 -0.0000000000 
 3.24925 -0.0000147394 0.0000000000 -0.0000000000 
 3.26126 -0.0000148486 0.0000000000 -0.0000000000 
 3.27327 -0.0000149582 0.0000000000 -0.0000000000 
 3.28529 -0.0000150682 0.0000000000 -0.0000000000 
 3.29730 -0.0000151786 0.0000000000 -0.0000000000 
 3.30931 -0.0000152894 0.0000000000 -0.0000000000 
 3.32132 -0.0000154006 0.0000000000 -0.0000000000 
 3.33333 -0.0000155122 0.0000000000 -0.0000000000 
 3.34535 -0.0000156242 0.0000000000 -0.0000000000 
 3.35736 -0.0000157366 0.0000000000 -0.0000000000 
 3.36937 -0.0000158494 0.0000000000 -0.0000000000 
 3.38138 -0.0000159626 0.0000000000 -0.0000000000 
 3.39339 -0.0000160762 0.0000000000 -0.0000000000 
 3.40541 -0.0000161902 0.0000000000 -0.0000000000 
 3.41742 -0.0000163046 0.0000000000 -0.0000000000 
 3.42943 -0.0000164195 0.0000000000 -0.0000000000 
 3.44144 -0.0000165347 0.0000000000 -0.0000000000 
 3.45345 -0.0000166503 0.0000000000 -0.0000000000 
 3.46547 -0.0000167663 0.0000000000 -0.0000000000 
 3.47748 -0.0000168828 0.0000000000 -0.0000000000 
 3.48949 -0.0000169996 0.0000000000 -0.0000000000 
 3.50150 -0.0000171168 0.0000000000 -0.0000000000 
 3.51351 -0.0000172345 0.0000000000 -0.0000000000 
 3.52553 -0.0000173525 0.0000000000 -0.0000000000 
 3.53754 -0.0000174710 0.0000000000 -0.0000000000 
 3.54955 -0.0000175898 0.0000000000 -0.0000000000 
 3.56156 -0.0000177091 0.0000000000 -0.0000000000 
 3.57357 -0.0000178287 0.0000000000 -0.0000000000 
 3.58559 -0.0000179488 0.0000000000 -0.0000000000 
 3.59760 -0.0000180693 0.0000000000 -0.0000000000 
 3.60961 -0.0000181901 0.0000000000 -0.0000000000 
 3.62162 -0.0000183114 0.0000000000 -0.0000000000 
 3.63363 -0.0000184331 0.0000000000 -0.0000000000 
 3.64565 -0.0000185551 0.0000000000 -0.0000000000 
