1 Layers
   2.985755e+05    0.000000e+00 
   4.265364e+04   -7.275958e-12 
   2.416652e+04   -7.275958e-12 
   3.452360e+03   -9.094947e-13 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
2 Layers
   0.000000e+00    0.000000e+00 
   3.159163e+01   -1.065814e-14 
  -0.000000e+00    0.000000e+00 
   1.706146e+05    0.000000e+00 
   1.096217e+05    1.455192e-11 
   4.265364e+04    0.000000e+00 
   6.264097e+04   -1.455192e-11 
   1.380944e+04    1.273293e-11 
  -1.011140e+04   -1.818989e-12 
   3.452360e+03    6.366463e-12 
  -5.777945e+03    0.000000e+00 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
3 Layers
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   1.777029e+01    0.000000e+00 
  -4.936192e+01    7.105427e-15 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   1.279609e+05    0.000000e+00 
   7.830122e+04    0.000000e+00 
   2.985755e+05    0.000000e+00 
   4.265364e+04   -7.275958e-12 
   4.698073e+04    7.275958e-12 
   2.132682e+05   -2.910383e-11 
   1.035708e+04    1.637090e-11 
  -7.222431e+03   -9.094947e-13 
   2.416652e+04    4.001777e-11 
   3.452360e+03    1.000444e-11 
  -4.333459e+03   -2.728484e-12 
   1.726180e+04    7.275958e-12 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
4 Layers
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   1.234048e+01    5.329071e-15 
  -3.159163e+01   -7.105427e-15 
   5.972793e+01   -7.105427e-15 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
  -0.000000e+00    0.000000e+00 
   1.066341e+05    1.455192e-11 
   6.264097e+04   -7.275958e-12 
   2.345950e+05    0.000000e+00 
   1.096217e+05    1.455192e-11 
   4.265364e+04    7.275958e-12 
