r         sigmar      sigmatheta   sigmaz  taurtheta    taurz    tauthetaz
4882.88288   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4894.89489   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4906.90691   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4918.91892   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4930.93093   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4942.94294   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4954.95495   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4966.96697   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4978.97898   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
4990.99099   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5003.00300   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5015.01502   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5027.02703   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5039.03904   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5051.05105   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5063.06306   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5075.07508   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5087.08709   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5099.09910   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5111.11111   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5123.12312   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5135.13514   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5147.14715   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5159.15916   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5171.17117   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5183.18318   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5195.19520   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5207.20721   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5219.21922   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5231.23123   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5243.24324   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5255.25526   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5267.26727   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5279.27928   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5291.29129   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5303.30330   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5315.31532   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5327.32733   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5339.33934   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5351.35135   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5363.36336   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5375.37538   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5387.38739   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5399.39940   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5411.41141   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5423.42342   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5435.43544   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5447.44745   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5459.45946   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5471.47147   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5483.48348   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5495.49550   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5507.50751   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5519.51952   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5531.53153   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5543.54354   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5555.55556   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5567.56757   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5579.57958   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5591.59159   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5603.60360   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5615.61562   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5627.62763   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5639.63964   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5651.65165   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5663.66366   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5675.67568   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5687.68769   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5699.69970   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5711.71171   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5723.72372   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5735.73574   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5747.74775   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5759.75976   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5771.77177   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5783.78378   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5795.79580   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5807.80781   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5819.81982   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5831.83183   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5843.84384   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5855.85586   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5867.86787   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5879.87988   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5891.89189   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5903.90390   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5915.91592   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5927.92793   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5939.93994   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5951.95195   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5963.96396   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5975.97598   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
5987.98799   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6000.00000   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6012.01201   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6024.02402   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6036.03604   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6048.04805   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6060.06006   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6072.07207   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6084.08408   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6096.09610   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6108.10811   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6120.12012   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6132.13213   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6144.14414   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6156.15616   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6168.16817   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6180.18018   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6192.19219   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6204.20420   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6216.21622   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6228.22823   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6240.24024   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
6252.25225   0.000000   0.000000   0.000000  -0.000000   0.000000  -0.000000 
