r         sigmar      sigmatheta   sigmaz  taurtheta    taurz    tauthetaz
 0.00200   0.000002 -11330170294.102268 -118410005318.945221  -0.000000  -0.000000 -120458567002.832596 
 0.00262 -2245543757.100908 -10432047244.425312 -51885675603.872070   0.000000   0.000001 -86282786157.675858 
 0.00264 -2272539204.403897 -10428231408.309364 -50886250244.816132   0.000000   0.000001 -85819719164.540771 
 0.00265 -2299151501.411498 -10424664618.278017 -49893826857.390854   0.000000   0.000002 -85361531626.765045 
 0.00266 -2325388653.044367 -10421337844.927475 -48908270288.686478   0.000000   0.000002 -84908130446.712250 
 0.00267 -2351258444.827786 -10418242314.013021 -47929448541.625702   0.000000   0.000002 -84459424690.208496 
 0.00268 -2376768449.889501 -10415369498.472137 -46957232687.815926   0.000000   0.000002 -84015325527.006546 
 0.00270 -2401926035.704923 -10412711110.728306 -45991496783.181488   0.000000   0.000002 -83575746173.143448 
 0.00271 -2426738370.599966 -10410259095.264515 -45032117786.275742   0.000000   0.000002 -83140601835.123505 
 0.00272 -2451212430.021234 -10408005621.455791 -44078975479.176064   0.000000   0.000002 -82709809655.860748 
 0.00273 -2475355002.582861 -10405943076.650631 -43131952390.869392   0.000000   0.000002 -82283288662.318466 
 0.00274 -2499172695.898734 -10404064059.491962 -42190933723.039665   0.000000   0.000002 -81860959714.785141 
 0.00276 -2522671942.208762 -10402361373.468000 -41255807278.170952   0.000000   0.000002 -81442745457.728531 
 0.00277 -2545859003.807214 -10400828020.684399 -40326463389.885506   0.000000   0.000002 -81028570272.172760 
 0.00278 -2568739978.280815 -10399457195.849216 -39402794855.436913   0.000000   0.000002 -80618360229.544525 
 0.00279 -2591320803.564209 -10398242280.462366 -38484696870.282974   0.000000   0.000002 -80212043046.936722 
 0.00280 -2613607262.819705 -10397176837.202152 -37572066964.666542   0.000000   0.000002 -79809548043.741028 
 0.00282 -2635604989.148215 -10396254604.501057 -36664804942.132950   0.000000   0.000002 -79410806099.600906 
 0.00283 -2657319470.137893 -10395469491.303865 -35762812819.918381   0.000000   0.000002 -79015749613.640213 
 0.00284 -2678756052.256646 -10394815572.001419 -34865994771.143700   0.000000   0.000002 -78624312464.923035 
 0.00285 -2699919945.094529 -10394287081.532852 -33974257068.751846   0.000000   0.000002 -78236429974.102615 
 0.00286 -2720816225.461776 -10393878410.650974 -33087508031.129776   0.000000   0.000002 -77852038866.219193 
 0.00288 -2741449841.347869 -10393584101.343784 -32205657969.356785   0.000000   0.000002 -77471077234.607330 
 0.00289 -2761825615.746901 -10393398842.407042 -31328619136.024555   0.000000   0.000002 -77093484505.875305 
 0.00290 -2781948250.354434 -10393317465.162184 -30456305675.575493   0.000000   0.000002 -76719201405.920456 
 0.00291 -2801822329.140351 -10393334939.313866 -29588633576.108734   0.000000   0.000002 -76348169926.945816 
 0.00292 -2821452321.802623 -10393446368.942663 -28725520622.603703   0.000000   0.000002 -75980333295.444260 
 0.00294 -2840842587.106300 -10393646988.627695 -27866886351.515636   0.000000   0.000002 -75615635941.118591 
 0.00295 -2859997376.111957 -10393932159.694290 -27012652006.694790   0.000000   0.000002 -75254023466.705521 
 0.00296 -2878920835.297707 -10394297366.582632 -26162740496.589031   0.000000   0.000002 -74895442618.675049 
 0.00297 -2897617009.578695 -10394738213.332630 -25317076352.683815   0.000000   0.000002 -74539841258.775101 
 0.00298 -2916089845.227842 -10395250420.181301 -24475585689.142155   0.000000   0.000002 -74187168336.394852 
 0.00300 -2934343192.701353 -10395829820.267979 -23638196163.602436   0.000000   0.000002 -73837373861.719009 
 0.00301 -2952380809.372562 -10396472356.444469 -22804836939.099171   0.000000   0.000002 -73490408879.648590 
 0.00302 -2970206362.177381 -10397174078.185427 -21975438647.067970   0.000000   0.000002 -73146225444.462097 
 0.00303 -2987823430.174505 -10397931138.596245 -21149933351.401039   0.000000   0.000002 -72804776595.194168 
 0.00305 -3005235507.023504 -10398739791.514618 -20328254513.518517   0.000000   0.000002 -72466016331.708130 
 0.00306 -3022446003.383638 -10399596388.702505 -19510336958.424198   0.000000   0.000002 -72129899591.440689 
 0.00307 -3039458249.236399 -10400497377.125692 -18696116841.712902   0.000000   0.000002 -71796382226.796951 
 0.00308 -3056275496.134241 -10401439296.317356 -17885531617.499935   0.000000   0.000002 -71465420983.175201 
 0.00309 -3072900919.378313 -10402418775.823256 -17078520007.243525   0.000000   0.000002 -71136973477.601959 
 0.00311 -3089337620.127631 -10403432532.725592 -16275021969.431892   0.000000   0.000002 -70810998177.957565 
 0.00312 -3105588627.442058 -10404477369.242538 -15474978670.107279   0.000000   0.000002 -70487454382.773972 
 0.00313 -3121656900.261438 -10405550170.401310 -14678332454.201347   0.000000   0.000002 -70166302201.586838 
 0.00314 -3137545329.323118 -10406647901.781841 -13885026817.656704   0.000000   0.000002 -69847502535.824982 
 0.00315 -3153256739.020007 -10407767607.329351 -13095006380.309092   0.000000   0.000002 -69531017060.219772 
 0.00317 -3168793889.201130 -10408906407.232290 -12308216859.508312   0.000000   0.000002 -69216808204.719360 
 0.00318 -3184159476.916856 -10410061495.865086 -11524605044.453617   0.000000   0.000002 -68904839136.891541 
 0.00319 -3199356138.110496 -10411230139.791710 -10744118771.221979   0.000000   0.000002 -68595073744.800217 
 0.00320 -3214386449.258151 -10412409675.829655 -9966706898.468838   0.000000   0.000002 -68287476620.341545 
 0.00321 -3229252928.958780 -10413597509.171375 -9192319283.779869   0.000000   0.000002 -67982013043.025490 
 0.00323 -3243958039.475774 -10414791111.561266 -8420906760.653856   0.000000   0.000002 -67678648964.188812 
 0.00324 -3258504188.232159 -10415988019.527033 -7652421116.098948   0.000000   0.000002 -67377350991.627472 
 0.00325 -3272893729.260560 -10417185832.662960 -6886815068.821936   0.000000   0.000002 -67078086374.634819 
 0.00326 -3287128964.609691 -10418382211.963648 -6124042247.993977   0.000000   0.000002 -66780822989.433945 
 0.00327 -3301212145.708847 -10419574878.206640 -5364057172.575287   0.000000   0.000002 -66485529324.992455 
 0.00329 -3315145474.691587 -10420761610.382250 -4606815231.181614   0.000000   0.000002 -66192174469.207886 
 0.00330 -3328931105.680196 -10421940244.169022 -3852272662.477094   0.000000   0.000002 -65900728095.453239 
 0.00331 -3342571146.032069 -10423108670.453444 -3100386536.077092   0.000000   0.000002 -65611160449.471466 
 0.00332 -3356067657.549401 -10424264833.892605 -2351114733.947126   0.000000   0.000002 -65323442336.609390 
 0.00333 -3369422657.653230 -10425406731.517874 -1604415932.281537   0.000000   0.000002 -65037545109.379967 
 0.00335 -3382638120.523177 -10426532411.378994 -860249583.849901   0.000000   0.000002 -64753440655.344742 
 0.00336 -3395715978.203856 -10427639971.226923 -118575900.795871   0.000000   0.000002 -64471101385.305695 
 0.00337 -3408658121.679138 -10428727557.234131 620644162.124047   0.000000   0.000002 -64190500221.798508 
 0.00338 -3421466401.915292 -10429793362.751421 1357448923.874305   0.000000   0.000002 -63911610587.878357 
 0.00339 -3434142630.873911 -10430835627.099846 2091875993.059549   0.000000   0.000002 -63634406396.189316 
 0.00341 -3446688582.495809 -10431852634.396883 2823962283.441320   0.000000   0.000002 -63358862038.309570 
 0.00342 -3459105993.656566 -10432842712.415615 3553744029.062696   0.000000   0.000002 -63084952374.365044 
 0.00343 -3471396565.094820 -10433804231.475769 4281256798.993716   0.000000   0.000002 -62812652722.902565 
 0.00344 -3483561962.314119 -10434735603.366135 5006535511.707068   0.000000   0.000002 -62541938851.016342 
 0.00345 -3495603816.459097 -10435635280.296688 5729614449.094951   0.000000   0.000002 -62272786964.720177 
 0.00347 -3507523725.166950 -10436501753.880047 6450527270.137990   0.000000   0.000002 -62005173699.557930 
 0.00348 -3519323253.394781 -10437333554.141062 7169307024.234415   0.000000   0.000002 -61739076111.446686 
 0.00349 -3531003934.223786 -10438129248.553913 7885986164.200506   0.000000   0.000002 -61474471667.745140 
 0.00350 -3542567269.640879 -10438887441.105459 8600596558.951445   0.000000   0.000002 -61211338238.541000 
 0.00351 -3554014731.298470 -10439606771.384626 9313169505.869978   0.000000   0.000002 -60949654088.152008 
 0.00353 -3565347761.253104 -10440285913.696447 10023735742.873816   0.000000   0.000002 -60689397866.833649 
 0.00354 -3576567772.683635 -10440923576.200588 10732325460.188038   0.000000   0.000002 -60430548602.688812 
 0.00355 -3587676150.589520 -10441518500.072927 11438968311.832150   0.000000   0.000002 -60173085693.773170 
 0.00356 -3598674252.469885 -10442069458.690145 12143693426.829079   0.000000   0.000002 -59916988900.390831 
 0.00357 -3609563408.983948 -10442575256.836393 12846529420.142990   0.000000   0.000002 -59662238337.576050 
 0.00359 -3620344924.593330 -10443034729.931108 13547504403.355537   0.000000   0.000002 -59408814467.754227 
 0.00360 -3631020078.186862 -10443446743.277819 14246645995.084686   0.000000   0.000002 -59156698093.579201 
 0.00361 -3641590123.688451 -10443810191.333067 14943981331.155611   0.000000   0.000002 -58905870350.940605 
 0.00362 -3652056290.648338 -10444123996.994707 15639537074.529470   0.000000   0.000002 -58656312702.137260 
 0.00363 -3662419784.818525 -10444387110.909273 16333339424.995758   0.000000   0.000002 -58408006929.212395 
 0.00365 -3672681788.712584 -10444598510.797720 17025414128.636444   0.000000   0.000002 -58160935127.445709 
 0.00366 -3682843462.150537 -10444757200.799187 17715786487.066200   0.000000   0.000002 -57915079698.998642 
 0.00367 -3692905942.789081 -10444862210.831779 18404481366.455700   0.000000   0.000002 -57670423346.708527 
 0.00368 -3702870346.637699 -10444912595.970484 19091523206.343857   0.000000   0.000002 -57426949068.027588 
 0.00369 -3712737768.561056 -10444907435.841179 19776936028.243595   0.000000   0.000002 -57184640149.103210 
 0.00371 -3722509282.768066 -10444845834.030842 20460743444.048401   0.000000   0.000002 -56943480158.995338 
 0.00372 -3732185943.288019 -10444726917.512558 21142968664.242706   0.000000   0.000002 -56703452944.027916 
 0.00373 -3741768784.434227 -10444549836.086397 21823634505.922935   0.000000   0.000002 -56464542622.270470 
 0.00374 -3751258821.255426 -10444313761.833883 22502763400.633923   0.000000   0.000002 -56226733578.146477 
 0.00375 -3760657049.975408 -10444017888.587259 23180377402.024666   0.000000   0.000002 -55990010457.165260 
 0.00377 -3769964448.421183 -10443661431.412060 23856498193.329041   0.000000   0.000002 -55754358160.774429 
 0.00378 -3779181976.439981 -10443243626.103205 24531147094.675709   0.000000   0.000002 -55519761841.329224 
 0.00379 -3788310576.305467 -10442763728.694078 25204345070.231293   0.000000   0.000002 -55286206897.176315 
 0.00380 -3797351173.113432 -10442221014.977888 25876112735.181992   0.000000   0.000002 -55053678967.848595 
 0.00381 -3806304675.167305 -10441614780.041594 26546470362.556683   0.000000   0.000002 -54822163929.368599 
 0.00383 -3815171974.353810 -10440944337.811565 27215437889.896603   0.000000   0.000002 -54591647889.657318 
 0.00384 -3823953946.508862 -10440209020.610649 27883034925.774887   0.000000   0.000002 -54362117184.046051 
 0.00385 -3832651451.774284 -10439408178.726665 28549280756.169643   0.000000   0.000002 -54133558370.888680 
 0.00386 -3841265334.945379 -10438541179.991753 29214194350.695679   0.000000   0.000002 -53905958227.271202 
 0.00387 -3849796425.809630 -10437607409.372164 29877794368.695774   0.000000   0.000002 -53679303744.817413 
 0.00389 -3858245539.476935 -10436606268.568686 30540099165.198208   0.000000   0.000002 -53453582125.586563 
 0.00390 -3866613476.701455 -10435537175.626612 31201126796.741749   0.000000   0.000002 -53228780778.062073 
 0.00391 -3874901024.195321 -10434399564.556000 31860895027.071690   0.000000   0.000002 -53004887313.228615 
 0.00392 -3883108954.934641 -10433192884.960888 32519421332.711323   0.000000   0.000002 -52781889540.734863 
 0.00393 -3891238028.457670 -10431916601.678257 33176722908.410572   0.000000   0.000002 -52559775465.140488 
 0.00395 -3899288991.155679 -10430570194.425362 33832816672.475655   0.000000   0.000002 -52338533282.244972 
 0.00396 -3907262576.556540 -10429153157.456306 34487719271.982529   0.000000   0.000002 -52118151375.496262 
 0.00397 -3915159505.601324 -10427664999.226774 35141447087.876732   0.000000   0.000002 -51898618312.477150 
 0.00398 -3922980486.914045 -10426105242.067251 35794016239.963417   0.000000   0.000002 -51679922841.467621 
 0.00399 -3930726217.064744 -10424473421.863956 36445442591.788063   0.000000   0.000002 -51462053888.081596 
 0.00401 -3938397380.826230 -10422769087.747980 37095741755.413795   0.000000   0.000002 -51245000551.975410 
 0.00402 -3945994651.424317 -10420991801.791605 37744929096.094734   0.000000   0.000002 -51028752103.627304 
 0.00403 -3953518690.782264 -10419141138.712416 38393019736.849503   0.000000   0.000002 -50813297981.185394 
 0.00404 -3960970149.758909 -10417216685.584330 39040028562.937599   0.000000   0.000002 -50598627787.382980 
 0.00405 -3968349668.381388 -10415218041.555801 39685970226.239624   0.000000   0.000002 -50384731286.519096 
 0.00407 -3975657876.071966 -10413144817.574598 40330859149.544922   0.000000   0.000002 -50171598401.503403 
 0.00408 -3982895391.869457 -10410996636.119675 40974709530.748734   0.000000   0.000002 -49959219210.962936 
 0.00409 -3990062824.645449 -10408773130.938997 41617535346.959587   0.000000   0.000002 -49747583946.410423 
 0.00410 -3997160773.315198 -10406473946.793978 42259350358.521973   0.000000   0.000002 -49536682989.471191 
 0.00411 -4004189827.043486 -10404098739.209917 42900168112.952705   0.000000   0.000002 -49326506869.169083 
 0.00413 -4011150565.445758 -10401647174.232563 43540001948.796051   0.000000   0.000002 -49117046259.268250 
 0.00414 -4018043558.784156 -10399118928.190130 44178864999.398460   0.000000   0.000002 -48908291975.670479 
 0.00415 -4024869368.159273 -10396513687.461475 44816770196.603630   0.000000   0.000002 -48700234973.866920 
 0.00416 -4031628545.697094 -10393831148.249258 45453730274.372299   0.000000   0.000002 -48492866346.441841 
 0.00417 -4038321634.731672 -10391071016.358881 46089757772.326141   0.000000   0.000002 -48286177320.628387 
 0.00419 -4044949169.983495 -10388233006.982483 46724865039.218513   0.000000   0.000002 -48080159255.914749 
 0.00420 -4051511677.733635 -10385316844.488007 47359064236.334663   0.000000   0.000002 -47874803641.698792 
 0.00421 -4058009675.993873 -10382322262.213326 47992367340.821281   0.000000   0.000002 -47670102094.991249 
 0.00422 -4064443674.672867 -10379249002.264967 48624786148.948029   0.000000   0.000002 -47466046358.165810 
 0.00423 -4070814175.738377 -10376096815.321939 49256332279.303078   0.000000   0.000002 -47262628296.754349 
 0.00425 -4077121673.375898 -10372865460.443785 49887017175.922752   0.000000   0.000002 -47059839897.287735 
 0.00426 -4083366654.143444 -10369554704.883320 50516852111.358727   0.000000   0.000002 -46857673265.179558 
 0.00427 -4089549597.122899 -10366164323.903568 51145848189.682045   0.000000   0.000002 -46656120622.653030 
 0.00428 -4095670974.067867 -10362694100.599203 51774016349.427177   0.000000   0.000002 -46455174306.709572 
 0.00429 -4101731249.548067 -10359143825.721725 52401367366.476784   0.000000   0.000002 -46254826767.137833 
 0.00431 -4107730881.090554 -10355513297.509096 53027911856.888283   0.000000   0.000002 -46055070564.562943 
 0.00432 -4113670319.317586 -10351802321.519005 53653660279.664337   0.000000   0.000002 -45855898368.534309 
 0.00433 -4119550008.081527 -10348010710.466217 54278622939.467186   0.000000   0.000002 -45657302955.651894 
 0.00434 -4125370384.596504 -10344138284.063345 54902809989.279938   0.000000   0.000002 -45459277207.729294 
 0.00435 -4131131879.567267 -10340184868.865562 55526231433.014526   0.000000   0.000002 -45261814109.993332 
 0.00437 -4136834917.315056 -10336150298.118738 56148897128.067741   0.000000   0.000002 -45064906749.319260 
 0.00438 -4142479915.900634 -10332034411.611074 56770816787.827431   0.000000   0.000002 -44868548312.500641 
 0.00439 -4148067287.244611 -10327837055.527979 57391999984.128860   0.000000   0.000002 -44672732084.553001 
 0.00440 -4153597437.245081 -10323558082.310530 58012456149.662987   0.000000   0.000002 -44477451447.051147 
 0.00441 -4159070765.892618 -10319197350.516796 58632194580.337799   0.000000   0.000002 -44282699876.498405 
 0.00443 -4164487667.382696 -10314754724.686640 59251224437.592903   0.000000   0.000002 -44088470942.728127 
 0.00444 -4169848530.225691 -10310230075.209343 59869554750.669624   0.000000   0.000002 -43894758307.335854 
 0.00445 -4175153737.354384 -10305623278.194328 60487194418.836937   0.000000   0.000002 -43701555722.141953 
 0.00446 -4180403666.229160 -10300934215.344490 61104152213.573586   0.000000   0.000002 -43508857027.684280 
 0.00447 -4185598688.940811 -10296162773.833059 61720436780.708961   0.000000   0.000002 -43316656151.739365 
 0.00449 -4190739172.311214 -10291308846.182493 62336056642.522110   0.000000   0.000002 -43124947107.872307 
 0.00450 -4195825477.991683 -10286372330.146456 62951020199.800613   0.000000   0.000002 -42933723994.014473 
 0.00451 -4200857962.559260 -10281353128.594280 63565335733.859711   0.000000   0.000002 -42742980991.068298 
 0.00452 -4205836977.610910 -10276251149.398287 64179011408.522987   0.000000   0.000002 -42552712361.538857 
 0.00453 -4210762869.855589 -10271066305.323074 64792055272.065613   0.000000   0.000002 -42362912448.191109 
 0.00455 -4215635981.204475 -10265798513.917948 65404475259.119781   0.000000   0.000002 -42173575672.733040 
 0.00456 -4220456648.859130 -10260447697.411066 66016279192.544807   0.000000   0.000002 -41984696534.523376 
 0.00457 -4225225205.397827 -10255013782.606392 66627474785.261467   0.000000   0.000002 -41796269609.303856 
 0.00458 -4229941978.859976 -10249496700.782801 67238069642.051445   0.000000   0.000002 -41608289547.955421 
 0.00459 -4234607292.828846 -10243896387.595230 67848071261.323189   0.000000   0.000002 -41420751075.277588 
 0.00461 -4239221466.512398 -10238212782.978296 68457487036.844879   0.000000   0.000002 -41233648988.790726 
 0.00462 -4243784814.822513 -10232445831.051731 69066324259.444168   0.000000   0.000002 -41046978157.560791 
 0.00463 -4248297648.452482 -10226595480.028208 69674590118.676849   0.000000   0.000002 -40860733521.045891 
 0.00464 -4252760273.952846 -10220661682.122812 70282291704.464142   0.000000   0.000002 -40674910087.964211 
 0.00465 -4257172993.805629 -10214644393.464861 70889436008.699356   0.000000   0.000002 -40489502935.183151 
 0.00467 -4261536106.497187 -10208543574.011421 71496029926.824905   0.000000   0.000002 -40304507206.628769 
 0.00468 -4265849906.589210 -10202359187.462761 72102080259.380234   0.000000   0.000002 -40119918112.215446 
 0.00469 -4270114684.788501 -10196091201.179539 72707593713.521500   0.000000   0.000002 -39935730926.795074 
 0.00470 -4274330728.015208 -10189739586.102129 73312576904.511887   0.000000   0.000002 -39751940989.126030 
 0.00471 -4278498319.469655 -10183304316.671152 73917036357.186569   0.000000   0.000002 -39568543700.860207 
 0.00473 -4282617738.697731 -10176785370.750360 74520978507.389191   0.000000   0.000002 -39385534525.549316 
 0.00474 -4286689261.654999 -10170182729.550499 75124409703.382965   0.000000   0.000002 -39202908987.668816 
 0.00475 -4290713160.769465 -10163496377.555437 75727336207.235535   0.000000   0.000002 -39020662671.659882 
 0.00476 -4294689705.002981 -10156726302.449480 76329764196.179260   0.000000   0.000002 -38838791220.988281 
 0.00477 -4298619159.911557 -10149872495.046385 76931699763.946304   0.000000   0.000002 -38657290337.220886 
 0.00479 -4302501787.704257 -10142934949.220024 77533148922.079483   0.000000   0.000002 -38476155779.118317 
 0.00480 -4306337847.300917 -10135913661.836069 78134117601.220230   0.000000   0.000002 -38295383361.744125 
 0.00481 -4310127594.388893 -10128808632.685909 78734611652.372467   0.000000   0.000002 -38114968955.590027 
 0.00482 -4313871281.478375 -10121619864.421127 79334636848.144165   0.000000   0.000002 -37934908485.716621 
 0.00483 -4317569157.956727 -10114347362.490019 79934198883.966843   0.000000   0.000002 -37755197930.909592 
 0.00485 -4321221470.141759 -10106991135.075165 80533303379.292938   0.000000   0.000002 -37575833322.850792 
 0.00486 -4324828461.333834 -10099551193.032299 81131955878.772003   0.000000   0.000002 -37396810745.304337 
 0.00487 -4328390371.866982 -10092027549.830669 81730161853.405655   0.000000   0.000002 -37218126333.316826 
 0.00488 -4331907439.158994 -10084420221.494562 82327926701.682846   0.000000   0.000002 -37039776272.431801 
 0.00489 -4335379897.760471 -10076729226.545956 82925255750.694107   0.000000   0.000002 -36861756797.918137 
 0.00491 -4338807979.402958 -10068954585.948566 83522154257.226410   0.000000   0.000002 -36684064194.012047 
 0.00492 -4342191913.046039 -10061096323.052883 84118627408.839081   0.000000   0.000002 -36506694793.172188 
 0.00493 -4345531924.923605 -10053154463.542646 84714680324.920547   0.000000   0.000002 -36329644975.347992 
 0.00494 -4348828238.589094 -10045129035.382088 85310318057.726349   0.000000   0.000002 -36152911167.260727 
 0.00495 -4352081074.959949 -10037020068.764603 85905545593.399231   0.000000   0.000002 -35976489841.697159 
 0.00497 -4355290652.361053 -10028827596.062263 86500367852.971542   0.000000   0.000002 -35800377516.815407 
 0.00498 -4358457186.567485 -10020551651.776525 87094789693.349869   0.000000   0.000002 -35624570755.462799 
 0.00499 -4361580890.846350 -10012192272.490013 87688815908.282791   0.000000   0.000002 -35449066164.505722 
 0.00500 -4364661975.997750 -10003749496.819017 88282451229.311859   0.000000   0.000002 -35273860394.170860 
 0.00502 -4367700650.395042 -9995223365.367426 88875700326.705856   0.000000   0.000002 -35098950137.397873 
 0.00503 -4370697120.024283 -9986613920.681187 89468567810.379303   0.000000   0.000002 -34924332129.203293 
 0.00504 -4373651588.522851 -9977921207.204058 90061058230.795074   0.000000   0.000002 -34750003146.054977 
 0.00505 -4376564257.217458 -9969145271.233971 90653176079.851334   0.000000   0.000002 -34575960005.257797 
 0.00506 -4379435325.161260 -9960286160.880732 91244925791.753418   0.000000   0.000002 -34402199564.349197 
 0.00508 -4382264989.170403 -9951343926.024103 91836311743.870605   0.000000   0.000002 -34228718720.505764 
 0.00509 -4385053443.859800 -9942318618.272825 92427338257.578873   0.000000   0.000002 -34055514409.959167 
 0.00510 -4387800881.678185 -9933210290.925177 93018009599.088470   0.000000   0.000002 -33882583607.422398 
 0.00511 -4390507492.942579 -9924018998.929230 93608329980.258179   0.000000   0.000002 -33709923325.525784 
 0.00512 -4393173465.872045 -9914744798.844913 94198303559.395279   0.000000   0.000002 -33537530614.262131 
 0.00514 -4395798986.620822 -9905387748.806250 94787934442.042313   0.000000   0.000002 -33365402560.441605 
 0.00515 -4398384239.310858 -9895947908.484570 95377226681.750412   0.000000   0.000002 -33193536287.155624 
 0.00516 -4400929406.063655 -9886425339.052614 95966184280.839676   0.000000   0.000002 -33021928953.249592 
 0.00517 -4403434667.031589 -9876820103.149153 96554811191.146896   0.000000   0.000002 -32850577752.804680 
