C11	 0.0411805	 0.0411805
C12	-0.00455077	-0.00461928
C13 	-0.00455077	-0.00448225
C14	 0.000274056	-0.000237339
C22	 0.0489158	 0.0483865
C23	-0.0135842	-0.0109382
C24	-0.00423344	-0.00549979
C33	 0.0489158	 0.044153
C34	-0.00423344	 0.0128323
C44	 0.0826638	 0.0932479
C55	 0.136111	 0.134722
C56	-0.00277778	 0.00240563
C66	 0.136111	 0.1375
