alpha= -90.00 1 Layers 
   6.960152e+02    0.000000e+00 
  -3.318812e-08    0.000000e+00 
   0.000000e+00    0.000000e+00 
   9.943074e+01    1.421085e-14 
  -4.741161e-09    1.075335e-23 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
alpha= -90.00 2 Layers 
  -7.587816e+03    2.728484e-12 
  -0.000000e+00    0.000000e+00 
  -6.416114e+03   -1.818989e-12 
  -1.944952e+00   -2.220446e-16 
  -0.000000e+00    0.000000e+00 
   3.201599e+01    0.000000e+00 
  -1.299921e+01   -7.105427e-15 
   1.397469e+04   -1.818989e-12 
   1.122820e+04    0.000000e+00 
   0.000000e+00    0.000000e+00 
   9.943074e+01    2.842171e-14 
  -4.741161e-09   -9.446914e-13 
   0.000000e+00    0.000000e+00 
   0.000000e+00    3.379057e-16 
alpha= -90.00 3 Layers 
  -5.690862e+03    0.000000e+00 
   9.484770e+03    0.000000e+00 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
  -4.812086e+03   -9.094947e-13 
   8.020143e+03   -4.547474e-12 
  -1.094035e+00    1.332268e-15 
   3.038987e+00   -8.881784e-16 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   1.800899e+01   -3.552714e-15 
  -5.002499e+01    7.105427e-15 
  -7.312055e+00   -9.769963e-15 
   2.031126e+01   -1.421085e-14 
   6.960152e+02    0.000000e+00 
  -3.318812e-08    2.083707e-13 
   0.000000e+00    0.000000e+00 
   9.943074e+01    1.421085e-14 
  -4.741161e-09   -9.446914e-13 
   0.000000e+00    0.000000e+00 
   0.000000e+00    5.061267e-17 
alpha= -90.00 4 Layers 
  -4.742385e+03    0.000000e+00 
   7.587816e+03    0.000000e+00 
  -1.043325e+04   -5.456968e-12 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
  -0.000000e+00    0.000000e+00 
  -4.010071e+03   -3.183231e-12 
   6.416114e+03   -1.818989e-12 
  -8.822157e+03    1.818989e-12 
  -7.597467e-01   -2.220446e-16 
   1.944952e+00   -1.110223e-15 
  -3.677174e+00    1.332268e-15 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
  -0.000000e+00    0.000000e+00 
   1.250625e+01    0.000000e+00 
