C11	 1.05E-04
C12	-6.69E-06
C13 	-8.05E-06
C14	-1.61E-06
C22	 1.36E-04
C23	-4.51E-05
C24	 2.26E-05
C33	 7.32E-05
C34	 -9.74E-05
C44	 2.57E-04
C55	 4.55E-04
C56	 9.58E-05
C66	 2.95E-04

