1 Layers
   2.985755e+05    0.000000e+00 
   2.416652e+04   -7.275958e-12 
   0.000000e+00    0.000000e+00 
   4.265364e+04   -7.275958e-12 
   3.452360e+03   -9.094947e-13 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
2 Layers
   1.079736e+05    0.000000e+00 
   0.000000e+00    0.000000e+00 
   1.958739e+04   -2.546585e-11 
   3.159163e+01   -3.552714e-15 
  -0.000000e+00    0.000000e+00 
  -2.506682e+02    2.842171e-14 
   1.038534e+02    2.842171e-14 
   1.096217e+05    0.000000e+00 
  -1.011140e+04   -3.637979e-12 
   0.000000e+00    0.000000e+00 
   4.265364e+04    0.000000e+00 
   3.452360e+03    4.092726e-12 
   0.000000e+00    0.000000e+00 
   0.000000e+00    5.053451e-16 
3 Layers
   8.098020e+04    0.000000e+00 
  -1.349670e+05    2.910383e-11 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   1.469054e+04   -3.637979e-12 
  -2.448423e+04   -2.910383e-11 
   1.777029e+01    3.552714e-15 
  -4.936192e+01    7.105427e-15 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
  -1.410008e+02    0.000000e+00 
   3.916690e+02   -1.136868e-13 
   5.841752e+01    7.105427e-15 
  -1.622709e+02    0.000000e+00 
   2.985755e+05    0.000000e+00 
   2.416652e+04    2.546585e-11 
   0.000000e+00    0.000000e+00 
   4.265364e+04    0.000000e+00 
   3.452360e+03    1.818989e-12 
   0.000000e+00    0.000000e+00 
   0.000000e+00   -5.026182e-16 
4 Layers
   6.748350e+04    0.000000e+00 
  -1.079736e+05    1.455192e-11 
   1.484637e+05    0.000000e+00 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
   1.224212e+04    1.637090e-11 
  -1.958739e+04    0.000000e+00 
   2.693266e+04    0.000000e+00 
   1.234048e+01    5.329071e-15 
  -3.159163e+01    7.105427e-15 
   5.972793e+01    0.000000e+00 
  -0.000000e+00    0.000000e+00 
   0.000000e+00    0.000000e+00 
